date,signal,entry_price,exit_price,pips,vwap,result
2025-10-20,SELL,1.16577,1.16427,15.000000000000568,1.1657263531075175,WIN
2025-10-21,SELL,1.16431,1.16281,15.000000000000568,1.1619113696031225,WIN
2025-10-22,BUY,1.15998,1.16148,15.000000000000568,1.1602248012869347,WIN
2025-10-23,SELL,1.16123,1.15973,15.000000000000568,1.160276352605618,WIN
2025-10-24,BUY,1.16177,1.16203,2.5999999999992696,1.1617938285395142,WIN
