Trade #,Type,Date and time,Signal,Price GBP,Position size (qty),Position size (value),Net P&L GBP,Net P&L %,Favorable excursion GBP,Favorable excursion %,Adverse excursion GBP,Adverse excursion %,Cumulative P&L GBP,Cumulative P&L %
31,Entry long,2025-12-29 13:52,Long,6901.1,1,6901.1,-0.4,-0.01,0.8,0.01,-0.4,-0.01,5.4,0.22
32,Exit long,2025-12-29 14:15,Exit Long,6901.9,1,6901.5,0.4,0.01,1.6,0.02,-1.3,-0.02,5.8,0.23
32,Entry long,2025-12-29 14:10,Long,6901.5,1,6901.5,0.4,0.01,1.6,0.02,-1.3,-0.02,5.8,0.23
33,Exit long,2025-12-29 14:20,Exit Long,6896.9,1,6897.1,-0.2,0.00,1,0.01,-2.5,-0.04,5.6,0.22
33,Entry long,2025-12-29 14:17,Long,6897.1,1,6897.1,-0.2,0.00,1,0.01,-2.5,-0.04,5.6,0.22
34,Exit short,2025-12-29 14:40,Exit Short,6914.3,1,6915.1,0.8,0.01,2,0.03,-0.3,0.00,6.4,0.26
34,Entry short,2025-12-29 14:40,Short,6915.1,1,6915.1,0.8,0.01,2,0.03,-0.3,0.00,6.4,0.26
35,Exit long,2025-12-29 15:16,Exit Long,6900.6,1,6899.4,1.2,0.02,2.5,0.04,-3.5,-0.05,7.6,0.30
35,Entry long,2025-12-29 15:11,Long,6899.4,1,6899.4,1.2,0.02,2.5,0.04,-3.5,-0.05,7.6,0.30
36,Exit long,2025-12-29 16:11,Exit Long,6899.2,1,6899.4,-0.2,0.00,1,0.01,-0.8,-0.01,7.4,0.30
36,Entry long,2025-12-29 16:09,Long,6899.4,1,6899.4,-0.2,0.00,1,0.01,-0.8,-0.01,7.4,0.30
37,Exit long,2025-12-29 16:21,Exit Long,6899.1,1,6899.4,-0.3,0.00,1,0.01,-1,-0.01,7.1,0.28
37,Entry long,2025-12-29 16:20,Long,6899.4,1,6899.4,-0.3,0.00,1,0.01,-1,-0.01,7.1,0.28
38,Exit long,2025-12-29 16:25,Exit Long,6899.7,1,6899.1,0.6,0.01,1.8,0.03,-0.2,0.00,7.7,0.31
38,Entry long,2025-12-29 16:24,Long,6899.1,1,6899.1,0.6,0.01,1.8,0.03,-0.2,0.00,7.7,0.31
39,Exit long,2025-12-29 16:33,Exit Long,6901.4,1,6897.6,3.8,0.06,5,0.07,0,0.00,11.5,0.46
39,Entry long,2025-12-29 16:28,Long,6897.6,1,6897.6,3.8,0.06,5,0.07,0,0.00,11.5,0.46
40,Exit long,2025-12-29 16:38,Exit Long,6898.7,1,6897.6,1.1,0.02,2.3,0.03,-1,-0.01,12.6,0.50
40,Entry long,2025-12-29 16:36,Long,6897.6,1,6897.6,1.1,0.02,2.3,0.03,-1,-0.01,12.6,0.50
41,Exit long,2025-12-29 16:46,Exit Long,6897.6,1,6896.1,1.5,0.02,2.7,0.04,-1,-0.01,14.1,0.56
41,Entry long,2025-12-29 16:43,Long,6896.1,1,6896.1,1.5,0.02,2.7,0.04,-1,-0.01,14.1,0.56
42,Exit long,2025-12-29 17:13,Exit Long,6895.7,1,6894.9,0.8,0.01,2,0.03,0,0.00,14.9,0.60
42,Entry long,2025-12-29 17:12,Long,6894.9,1,6894.9,0.8,0.01,2,0.03,0,0.00,14.9,0.60
43,Exit long,2025-12-29 17:32,Exit Long,6891.7,1,6890.1,1.6,0.02,2.8,0.04,-0.5,-0.01,16.5,0.66
43,Entry long,2025-12-29 17:30,Long,6890.1,1,6890.1,1.6,0.02,2.8,0.04,-0.5,-0.01,16.5,0.66
44,Exit short,2025-12-29 18:02,Exit Short,6897.1,1,6897.4,0.3,0.00,1.5,0.02,-0.5,-0.01,16.8,0.67
44,Entry short,2025-12-29 18:00,Short,6897.4,1,6897.4,0.3,0.00,1.5,0.02,-0.5,-0.01,16.8,0.67
45,Exit short,2025-12-29 18:12,Exit Short,6897.3,1,6897.9,0.6,0.01,1.8,0.03,0,0.00,17.4,0.70
45,Entry short,2025-12-29 18:10,Short,6897.9,1,6897.9,0.6,0.01,1.8,0.03,0,0.00,17.4,0.70
46,Exit short,2025-12-29 19:05,Exit Short,6898.6,1,6899.9,1.3,0.02,2.5,0.04,-7,-0.10,18.7,0.75
46,Entry short,2025-12-29 18:21,Short,6899.9,1,6899.9,1.3,0.02,2.5,0.04,-7,-0.10,18.7,0.75
47,Exit long,2025-12-29 19:18,Exit Long,6897.7,1,6897.9,-0.2,0.00,1,0.01,-1,-0.01,18.5,0.74
47,Entry long,2025-12-29 19:09,Long,6897.9,1,6897.9,-0.2,0.00,1,0.01,-1,-0.01,18.5,0.74
48,Exit short,2025-12-29 20:14,Exit Short,6913.4,1,6905.5,-7.9,-0.11,0.1,0.00,-7.9,-0.11,10.6,0.42
48,Entry short,2025-12-29 19:36,Short,6905.5,1,6905.5,-7.9,-0.11,0.1,0.00,-7.9,-0.11,10.6,0.42
49,Exit short,2025-12-29 20:23,Exit Short,6913.1,1,6913.6,0.5,0.01,1.7,0.02,-0.5,-0.01,11.1,0.44
49,Entry short,2025-12-29 20:17,Short,6913.6,1,6913.6,0.5,0.01,1.7,0.02,-0.5,-0.01,11.1,0.44
50,Exit long,2025-12-29 20:58,Exit Long,6907.4,1,6906.6,0.8,0.01,2,0.03,-2,-0.03,11.9,0.48
50,Entry long,2025-12-29 20:56,Long,6906.6,1,6906.6,0.8,0.01,2,0.03,-2,-0.03,11.9,0.48
51,Exit long,2025-12-29 20:59,Exit Long,6907.7,1,6905.6,2.1,0.03,3.3,0.05,-2.7,-0.04,14,0.56
51,Entry long,2025-12-29 20:59,Long,6905.6,1,6905.6,2.1,0.03,3.3,0.05,-2.7,-0.04,14,0.56
52,Exit short,2025-12-29 23:09,Exit Short,6907.5,1,6908.8,1.3,0.02,2.5,0.04,-0.8,-0.01,15.3,0.61
52,Entry short,2025-12-29 23:00,Short,6908.8,1,6908.8,1.3,0.02,2.5,0.04,-0.8,-0.01,15.3,0.61
53,Exit long,2025-12-29 23:39,Exit Long,6906.2,1,6906.6,-0.4,-0.01,0.8,0.01,-3.2,-0.05,14.9,0.60
53,Entry long,2025-12-29 23:16,Long,6906.6,1,6906.6,-0.4,-0.01,0.8,0.01,-3.2,-0.05,14.9,0.60
54,Exit long,2025-12-30 00:13,Exit Long,6904.4,1,6904.8,-0.4,-0.01,0.8,0.01,-1.4,-0.02,14.5,0.58
54,Entry long,2025-12-29 23:58,Long,6904.8,1,6904.8,-0.4,-0.01,0.8,0.01,-1.4,-0.02,14.5,0.58
55,Exit short,2025-12-30 00:37,Exit Short,6905.8,1,6906.5,0.7,0.01,1.9,0.03,-0.6,-0.01,15.2,0.61
55,Entry short,2025-12-30 00:26,Short,6906.5,1,6906.5,0.7,0.01,1.9,0.03,-0.6,-0.01,15.2,0.61
56,Exit short,2025-12-30 01:01,Exit Short,6902.8,1,6906.1,3.3,0.05,4.5,0.07,0,0.00,18.5,0.74
56,Entry short,2025-12-30 00:49,Short,6906.1,1,6906.1,3.3,0.05,4.5,0.07,0,0.00,18.5,0.74
57,Exit long,2025-12-30 01:10,Exit Long,6904.1,1,6903.6,0.5,0.01,1.7,0.02,-0.7,-0.01,19,0.76
57,Entry long,2025-12-30 01:02,Long,6903.6,1,6903.6,0.5,0.01,1.7,0.02,-0.7,-0.01,19,0.76
58,Exit short,2025-12-30 02:18,Exit Short,6905.6,1,6905.9,0.3,0.00,1.5,0.02,-1,-0.01,19.3,0.77
58,Entry short,2025-12-30 02:04,Short,6905.9,1,6905.9,0.3,0.00,1.5,0.02,-1,-0.01,19.3,0.77
59,Exit long,2025-12-30 02:41,Exit Long,6902.9,1,6903.1,-0.2,0.00,1,0.01,-0.2,0.00,19.1,0.76
59,Entry long,2025-12-30 02:31,Long,6903.1,1,6903.1,-0.2,0.00,1,0.01,-0.2,0.00,19.1,0.76
60,Exit long,2025-12-30 03:07,Exit Long,6903.2,1,6902.6,0.6,0.01,1.8,0.03,-1,-0.01,19.7,0.79
60,Entry long,2025-12-30 02:48,Long,6902.6,1,6902.6,0.6,0.01,1.8,0.03,-1,-0.01,19.7,0.79
61,Exit short,2025-12-30 06:33,Exit Short,6904.6,1,6904.9,0.3,0.00,1.5,0.02,-5.7,-0.08,20,0.80
61,Entry short,2025-12-30 03:24,Short,6904.9,1,6904.9,0.3,0.00,1.5,0.02,-5.7,-0.08,20,0.80
62,Exit long,2025-12-30 08:11,Exit Long,6904.2,1,6903.4,0.8,0.01,2,0.03,-6.7,-0.10,20.8,0.83
62,Entry long,2025-12-30 07:07,Long,6903.4,1,6903.4,0.8,0.01,2,0.03,-6.7,-0.10,20.8,0.83
63,Exit short,2025-12-30 08:21,Exit Short,6904.4,1,6904.7,0.3,0.00,1.5,0.02,-0.7,-0.01,21.1,0.84
63,Entry short,2025-12-30 08:12,Short,6904.7,1,6904.7,0.3,0.00,1.5,0.02,-0.7,-0.01,21.1,0.84
64,Exit short,2025-12-30 08:25,Exit Short,6905.2,1,6905.3,0.1,0.00,1.3,0.02,0,0.00,21.2,0.85
64,Entry short,2025-12-30 08:24,Short,6905.3,1,6905.3,0.1,0.00,1.3,0.02,0,0.00,21.2,0.85
65,Exit short,2025-12-30 08:31,Exit Short,6904.9,1,6904.9,0,0.00,1.2,0.02,-0.5,-0.01,21.2,0.85
65,Entry short,2025-12-30 08:28,Short,6904.9,1,6904.9,0,0.00,1.2,0.02,-0.5,-0.01,21.2,0.85
66,Exit short,2025-12-30 10:52,Exit Short,6905.6,1,6906.4,0.8,0.01,2,0.03,-3.8,-0.06,22,0.88
66,Entry short,2025-12-30 08:37,Short,6906.4,1,6906.4,0.8,0.01,2,0.03,-3.8,-0.06,22,0.88
67,Exit long,2025-12-30 12:00,Exit Long,6906,1,6904.9,1.1,0.02,2.3,0.03,-4.9,-0.07,23.1,0.92
67,Entry long,2025-12-30 10:55,Long,6904.9,1,6904.9,1.1,0.02,2.3,0.03,-4.9,-0.07,23.1,0.92
68,Exit short,2025-12-30 12:31,Exit Short,6906.6,1,6906.9,0.3,0.00,1.5,0.02,-2,-0.03,23.4,0.94
68,Entry short,2025-12-30 12:05,Short,6906.9,1,6906.9,0.3,0.00,1.5,0.02,-2,-0.03,23.4,0.94
69,Exit short,2025-12-30 13:34,Exit Short,6904.4,1,6907.4,3,0.04,4.2,0.06,-0.9,-0.01,26.4,1.06
69,Entry short,2025-12-30 13:21,Short,6907.4,1,6907.4,3,0.04,4.2,0.06,-0.9,-0.01,26.4,1.06
70,Exit long,2025-12-30 13:46,Exit Long,6903.7,1,6903.9,-0.2,0.00,1,0.01,-1.2,-0.02,26.2,1.05
70,Entry long,2025-12-30 13:41,Long,6903.9,1,6903.9,-0.2,0.00,1,0.01,-1.2,-0.02,26.2,1.05
71,Exit long,2025-12-30 14:00,Exit Long,6904.2,1,6902.4,1.8,0.03,3,0.04,-0.5,-0.01,28,1.12
71,Entry long,2025-12-30 13:52,Long,6902.4,1,6902.4,1.8,0.03,3,0.04,-0.5,-0.01,28,1.12
72,Exit long,2025-12-30 14:37,Exit Long,6902,1,6902.4,-0.4,-0.01,0.8,0.01,-0.4,-0.01,27.6,1.10
72,Entry long,2025-12-30 14:37,Long,6902.4,1,6902.4,-0.4,-0.01,0.8,0.01,-0.4,-0.01,27.6,1.10
73,Exit long,2025-12-30 14:47,Exit Long,6901.2,1,6900.9,0.3,0.00,1.5,0.02,-3.7,-0.05,27.9,1.12
73,Entry long,2025-12-30 14:43,Long,6900.9,1,6900.9,0.3,0.00,1.5,0.02,-3.7,-0.05,27.9,1.12
74,Exit short,2025-12-30 14:53,Exit Short,6907.9,1,6907.7,-0.2,0.00,1,0.01,-2.7,-0.04,27.7,1.11
74,Entry short,2025-12-30 14:52,Short,6907.7,1,6907.7,-0.2,0.00,1,0.01,-2.7,-0.04,27.7,1.11
75,Exit short,2025-12-30 15:02,Exit Short,6908.1,1,6911.7,3.6,0.05,4.8,0.07,0,0.00,31.3,1.25
75,Entry short,2025-12-30 14:59,Short,6911.7,1,6911.7,3.6,0.05,4.8,0.07,0,0.00,31.3,1.25
76,Exit long,2025-12-30 15:24,Exit Long,6901,1,6898.2,2.8,0.04,4,0.06,-2.8,-0.04,34.1,1.36
76,Entry long,2025-12-30 15:17,Long,6898.2,1,6898.2,2.8,0.04,4,0.06,-2.8,-0.04,34.1,1.36
77,Exit long,2025-12-30 15:45,Exit Long,6895.2,1,6894.9,0.3,0.00,1.5,0.02,-1,-0.01,34.4,1.38
77,Entry long,2025-12-30 15:43,Long,6894.9,1,6894.9,0.3,0.00,1.5,0.02,-1,-0.01,34.4,1.38
78,Exit short,2025-12-30 16:21,Exit Short,6913.4,1,6905.7,-7.7,-0.11,0.3,0.00,-7.7,-0.11,26.7,1.07
78,Entry short,2025-12-30 16:03,Short,6905.7,1,6905.7,-7.7,-0.11,0.3,0.00,-7.7,-0.11,26.7,1.07
79,Exit long,2025-12-30 17:03,Exit Long,6900,1,6900.4,-0.4,-0.01,0.8,0.01,-0.5,-0.01,26.3,1.05
79,Entry long,2025-12-30 17:01,Long,6900.4,1,6900.4,-0.4,-0.01,0.8,0.01,-0.5,-0.01,26.3,1.05
80,Exit long,2025-12-30 17:21,Exit Long,6900.7,1,6898.3,2.4,0.03,3.6,0.05,-0.1,0.00,28.7,1.15
80,Entry long,2025-12-30 17:17,Long,6898.3,1,6898.3,2.4,0.03,3.6,0.05,-0.1,0.00,28.7,1.15
81,Exit short,2025-12-30 17:48,Exit Short,6901.1,1,6903.9,2.8,0.04,4,0.06,-1,-0.01,31.5,1.26
81,Entry short,2025-12-30 17:39,Short,6903.9,1,6903.9,2.8,0.04,4,0.06,-1,-0.01,31.5,1.26
82,Exit short,2025-12-30 18:02,Exit Short,6901.4,1,6903.9,2.5,0.04,3.7,0.05,0,0.00,34,1.36
82,Entry short,2025-12-30 18:00,Short,6903.9,1,6903.9,2.5,0.04,3.7,0.05,0,0.00,34,1.36
83,Exit short,2025-12-30 18:21,Exit Short,6904.4,1,6904.4,0,0.00,1.2,0.02,-1.3,-0.02,34,1.36
83,Entry short,2025-12-30 18:12,Short,6904.4,1,6904.4,0,0.00,1.2,0.02,-1.3,-0.02,34,1.36
84,Exit short,2025-12-30 18:42,Exit Short,6903.9,1,6904.9,1,0.01,2.2,0.03,-2.3,-0.03,35,1.40
84,Entry short,2025-12-30 18:28,Short,6904.9,1,6904.9,1,0.01,2.2,0.03,-2.3,-0.03,35,1.40
85,Exit long,2025-12-30 19:09,Exit Long,6904.5,1,6903.9,0.6,0.01,1.8,0.03,-0.5,-0.01,35.6,1.42
85,Entry long,2025-12-30 19:07,Long,6903.9,1,6903.9,0.6,0.01,1.8,0.03,-0.5,-0.01,35.6,1.42
86,Exit short,2025-12-30 19:18,Exit Short,6905.9,1,6906.2,0.3,0.00,1.5,0.02,-0.5,-0.01,35.9,1.44
86,Entry short,2025-12-30 19:16,Short,6906.2,1,6906.2,0.3,0.00,1.5,0.02,-0.5,-0.01,35.9,1.44
87,Exit long,2025-12-30 20:06,Exit Long,6902.7,1,6902.9,-0.2,0.00,1,0.01,-1.5,-0.02,35.7,1.43
87,Entry long,2025-12-30 19:55,Long,6902.9,1,6902.9,-0.2,0.00,1,0.01,-1.5,-0.02,35.7,1.43
88,Exit long,2025-12-30 20:25,Exit Long,6903.7,1,6899.9,3.8,0.06,5,0.07,-0.2,0.00,39.5,1.58
88,Entry long,2025-12-30 20:13,Long,6899.9,1,6899.9,3.8,0.06,5,0.07,-0.2,0.00,39.5,1.58
89,Exit short,2025-12-30 20:48,Exit Short,6904.6,1,6904.7,0.1,0.00,1.3,0.02,-0.2,0.00,39.6,1.58
89,Entry short,2025-12-30 20:43,Short,6904.7,1,6904.7,0.1,0.00,1.3,0.02,-0.2,0.00,39.6,1.58
90,Exit long,2025-12-30 21:00,Exit Long,6898.4,1,6897.9,0.5,0.01,1.7,0.02,-1.2,-0.02,40.1,1.60
90,Entry long,2025-12-30 21:00,Long,6897.9,1,6897.9,0.5,0.01,1.7,0.02,-1.2,-0.02,40.1,1.60
91,Exit long,2025-12-30 21:26,Exit Long,6898.7,1,6897.1,1.6,0.02,2.8,0.04,0,0.00,41.7,1.67
91,Entry long,2025-12-30 21:08,Long,6897.1,1,6897.1,1.6,0.02,2.8,0.04,0,0.00,41.7,1.67
92,Exit short,2025-12-30 23:12,Exit Short,6896.9,1,6900.6,3.7,0.05,4.9,0.07,-0.1,0.00,45.4,1.82
92,Entry short,2025-12-30 23:09,Short,6900.6,1,6900.6,3.7,0.05,4.9,0.07,-0.1,0.00,45.4,1.82
93,Exit long,2025-12-31 00:48,Exit Long,6888.8,1,6896.7,-7.9,-0.11,0.5,0.01,-7.9,-0.11,37.5,1.50
93,Entry long,2025-12-30 23:19,Long,6896.7,1,6896.7,-7.9,-0.11,0.5,0.01,-7.9,-0.11,37.5,1.50
94,Exit long,2025-12-31 00:51,Exit Long,6888.5,1,6889.1,-0.6,-0.01,0.6,0.01,-0.6,-0.01,36.9,1.48
94,Entry long,2025-12-31 00:49,Long,6889.1,1,6889.1,-0.6,-0.01,0.6,0.01,-0.6,-0.01,36.9,1.48
95,Exit long,2025-12-31 00:57,Exit Long,6887.4,1,6888,-0.6,-0.01,0.6,0.01,-1,-0.01,36.3,1.45
95,Entry long,2025-12-31 00:55,Long,6888,1,6888,-0.6,-0.01,0.6,0.01,-1,-0.01,36.3,1.45
96,Exit long,2025-12-31 01:04,Exit Long,6883.5,1,6883.7,-0.2,0.00,1,0.01,-0.2,0.00,36.1,1.44
96,Entry long,2025-12-31 01:03,Long,6883.7,1,6883.7,-0.2,0.00,1,0.01,-0.2,0.00,36.1,1.44
97,Exit long,2025-12-31 01:08,Exit Long,6885.8,1,6885.2,0.6,0.01,1.8,0.03,-0.4,-0.01,36.7,1.47
97,Entry long,2025-12-31 01:06,Long,6885.2,1,6885.2,0.6,0.01,1.8,0.03,-0.4,-0.01,36.7,1.47
98,Exit short,2025-12-31 02:14,Exit Short,6887.2,1,6887.8,0.6,0.01,1.8,0.03,0,0.00,37.3,1.49
98,Entry short,2025-12-31 02:05,Short,6887.8,1,6887.8,0.6,0.01,1.8,0.03,0,0.00,37.3,1.49
99,Exit short,2025-12-31 02:30,Exit Short,6889.7,1,6889.3,-0.4,-0.01,0.8,0.01,-0.4,-0.01,36.9,1.48
99,Entry short,2025-12-31 02:25,Short,6889.3,1,6889.3,-0.4,-0.01,0.8,0.01,-0.4,-0.01,36.9,1.48
100,Exit short,2025-12-31 02:49,Exit Short,6888,1,6889.5,1.5,0.02,2.7,0.04,-0.2,0.00,38.4,1.54
100,Entry short,2025-12-31 02:48,Short,6889.5,1,6889.5,1.5,0.02,2.7,0.04,-0.2,0.00,38.4,1.54
101,Exit short,2025-12-31 03:46,Exit Short,6888.7,1,6890.2,1.5,0.02,2.7,0.04,-2,-0.03,39.9,1.60
101,Entry short,2025-12-31 03:00,Short,6890.2,1,6890.2,1.5,0.02,2.7,0.04,-2,-0.03,39.9,1.60
102,Exit short,2025-12-31 04:50,Exit Short,6889,1,6891.2,2.2,0.03,3.5,0.05,0,0.00,42.1,1.68
102,Entry short,2025-12-31 04:21,Short,6891.2,1,6891.2,2.2,0.03,3.5,0.05,0,0.00,42.1,1.68
