timestamp,bid,ask,spread
2026-01-09 15:00:01.453,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:01.460,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:01.467,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:01.472,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:01.476,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:01.480,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:01.481,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:02.066,6937.70616,6939.09384,1.3876799999998184
2026-01-09 15:00:02.068,6937.70616,6939.09384,1.3876799999998184
2026-01-09 15:00:02.069,6937.70616,6939.09384,1.3876799999998184
2026-01-09 15:00:02.071,6937.70616,6939.09384,1.3876799999998184
2026-01-09 15:00:02.072,6937.70616,6939.09384,1.3876799999998184
2026-01-09 15:00:02.073,6937.70616,6939.09384,1.3876799999998184
2026-01-09 15:00:02.075,6937.70616,6939.09384,1.3876799999998184
2026-01-09 15:00:02.502,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:02.503,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:02.504,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:02.505,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:02.507,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:02.509,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:03.012,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:03.013,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:03.015,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:03.016,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:03.018,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:03.021,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:03.023,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:03.527,6938.50608,6939.8939199999995,1.3878399999994144
2026-01-09 15:00:03.528,6938.50608,6939.8939199999995,1.3878399999994144
2026-01-09 15:00:03.529,6938.50608,6939.8939199999995,1.3878399999994144
2026-01-09 15:00:03.530,6938.50608,6939.8939199999995,1.3878399999994144
2026-01-09 15:00:03.531,6938.50608,6939.8939199999995,1.3878399999994144
2026-01-09 15:00:03.533,6938.50608,6939.8939199999995,1.3878399999994144
2026-01-09 15:00:04.057,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:04.058,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:04.059,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:04.060,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:04.469,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:04.470,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:04.471,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:04.472,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.194,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:05.195,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:05.196,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:05.197,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:05.198,6937.60617,6938.99383,1.3876600000003236
2026-01-09 15:00:05.586,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.587,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.588,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.589,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.590,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.591,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.592,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:05.961,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:05.962,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:05.963,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:05.966,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:05.967,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:05.969,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:05.970,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.278,6936.90624,6938.2937600000005,1.3875200000002224
2026-01-09 15:00:06.279,6936.90624,6938.2937600000005,1.3875200000002224
2026-01-09 15:00:06.281,6936.90624,6938.2937600000005,1.3875200000002224
2026-01-09 15:00:06.282,6936.90624,6938.2937600000005,1.3875200000002224
2026-01-09 15:00:06.284,6936.90624,6938.2937600000005,1.3875200000002224
2026-01-09 15:00:06.285,6936.90624,6938.2937600000005,1.3875200000002224
2026-01-09 15:00:06.287,6936.90624,6938.2937600000005,1.3875200000002224
2026-01-09 15:00:06.556,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.558,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.560,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.561,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.562,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.564,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.565,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:06.891,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:06.892,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:06.893,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:06.894,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:06.895,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:06.898,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:06.900,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:07.742,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:07.743,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:07.744,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:07.745,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:07.746,6937.206209999999,6938.59379,1.3875800000005256
2026-01-09 15:00:08.316,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:08.317,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:08.318,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:08.319,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:08.320,6937.50618,6938.893819999999,1.3876399999990099
2026-01-09 15:00:09.818,6938.00613,6939.39387,1.3877400000001217
2026-01-09 15:00:09.820,6938.00613,6939.39387,1.3877400000001217
2026-01-09 15:00:09.821,6938.00613,6939.39387,1.3877400000001217
2026-01-09 15:00:09.822,6938.00613,6939.39387,1.3877400000001217
2026-01-09 15:00:09.823,6938.00613,6939.39387,1.3877400000001217
2026-01-09 15:00:09.824,6938.00613,6939.39387,1.3877400000001217
2026-01-09 15:00:09.825,6938.00613,6939.39387,1.3877400000001217
2026-01-09 15:00:10.879,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:10.880,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:10.881,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:10.882,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:10.883,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:10.884,6938.20611,6939.593889999999,1.3877799999991112
2026-01-09 15:00:11.497,6938.906040000001,6940.29396,1.3879199999992125
2026-01-09 15:00:11.498,6938.906040000001,6940.29396,1.3879199999992125
2026-01-09 15:00:11.499,6938.906040000001,6940.29396,1.3879199999992125
2026-01-09 15:00:11.500,6938.906040000001,6940.29396,1.3879199999992125
2026-01-09 15:00:11.501,6938.906040000001,6940.29396,1.3879199999992125
2026-01-09 15:00:12.532,6939.40599,6940.7940100000005,1.3880200000003242
2026-01-09 15:00:12.533,6939.40599,6940.7940100000005,1.3880200000003242
2026-01-09 15:00:12.534,6939.40599,6940.7940100000005,1.3880200000003242
2026-01-09 15:00:12.535,6939.40599,6940.7940100000005,1.3880200000003242
2026-01-09 15:00:12.536,6939.40599,6940.7940100000005,1.3880200000003242
2026-01-09 15:00:13.043,6939.3060000000005,6940.6939999999995,1.3879999999990105
2026-01-09 15:00:13.044,6939.3060000000005,6940.6939999999995,1.3879999999990105
2026-01-09 15:00:13.045,6939.3060000000005,6940.6939999999995,1.3879999999990105
2026-01-09 15:00:13.046,6939.3060000000005,6940.6939999999995,1.3879999999990105
2026-01-09 15:00:13.047,6939.3060000000005,6940.6939999999995,1.3879999999990105
2026-01-09 15:00:13.393,6939.20601,6940.593989999999,1.3879799999995157
2026-01-09 15:00:13.394,6939.20601,6940.593989999999,1.3879799999995157
2026-01-09 15:00:13.395,6939.20601,6940.593989999999,1.3879799999995157
2026-01-09 15:00:13.398,6939.20601,6940.593989999999,1.3879799999995157
2026-01-09 15:00:13.400,6939.20601,6940.593989999999,1.3879799999995157
2026-01-09 15:00:13.401,6939.20601,6940.593989999999,1.3879799999995157
