time,open,high,low,close,VWAP,VWAP Upper,VWAP Lower,VWAP Upper (2),VWAP Lower (2),VWAP Upper (3),VWAP Lower (3),VWAP Upper (4),VWAP Lower (4),VWAP Upper (5),VWAP Lower (5),Plot,E50,E200,E20,Volume,%D,%D,%D,%D
1765431240,6826.6,6827.1,6825,6825.5,6847.2808236715,6873.37305815336,6821.18858918964,6888.253785631296,6806.307861711704,6898.446064725772,6796.115582617228,,,,,,6827.82960708142,6829.610378177716,6840.567240805836,44,17.44917994917858,13.971631205672793,6.908814832573964,7.89049384654881
1765431300,6825.6,6826.1,6825.1,6826.1,6847.234836579254,6873.330635682695,6821.139037475813,6888.213396108877,6806.2562770496315,6898.407067633659,6796.0626055248495,,,,,,6827.664882597475,6829.472716288394,6840.451963986667,44,23.46769846769944,18.97163120567624,8.817829457365201,7.269076441650587
1765431360,6825.9,6827,6825.9,6826.9,6847.1958331328515,6873.292548536722,6821.099117728981,6888.175831540491,6806.215834725212,6898.369860995129,6796.021805270574,,,,,,6827.592036635811,6829.371825453555,6840.34398020988,39,39.79202279202068,26.273372018054882,12.952196382428511,7.966054034146785
1765431420,6827.1,6828.5,6827.1,6827.9,6847.156715486197,6873.250883617203,6821.062547355191,6888.132713879418,6806.180717092976,6898.325748305591,6795.987682666802,,,,,,6827.62136648002,6829.314106808318,6840.244824989084,42,63.13756613756016,44.69696969697063,18.604651162788855,10.837341162859193
1765431480,6827.6,6827.9,6827.1,6827.4,6847.112452088925,6873.204493993396,6821.020410184455,6888.085111642039,6806.1397925358115,6898.277315510973,6795.947588666878,,,,,,6827.600283958113,6829.239043796227,6840.142475785984,47,75.80952380951203,55.875831485580385,24.127906976741052,12.860637610151391
1765431540,6827.6,6828.4,6827.6,6828.1,6847.075894223415,6873.164876949185,6820.986911497645,6888.043749909976,6806.108038536854,6898.23475878723,6795.9170296596,,,,,,6827.647875962102,6829.194375412061,6840.046519803625,40,79.99999999999653,67.97761858737464,29.941860465112896,15.596611207512183
1765431600,6828,6828.4,6827.6,6828.1,6847.025854914868,6873.110513660012,6820.941196169725,6887.9869206006015,6806.064789229135,6898.176240422923,6795.875469406814,,,,,,6827.690935394283,6829.151458729235,6839.951328410768,55,81.90476190476538,74.71162532138277,33.430232558138115,16.913340818617254
1765431660,6827.9,6828.4,6827.6,6827.6,6846.98239828694,6873.063173670438,6820.901622903442,6887.93736588134,6806.02743069254,6898.1251687655185,6795.839627808362,,,,,,6827.682274880542,6829.090617210441,6839.852911451319,48,83.80952380953421,79.96133496134446,32.55813953488446,18.97213432683436
1765431720,6827.9,6827.9,6827.1,6827.6,6846.937077478165,6873.015186896693,6820.858968059636,6887.887858674447,6805.9862962818825,6898.0746201660595,6795.79953479027,,,,,,6827.674439177633,6829.032161633561,6839.755278690751,49,79.04761904762944,78.22751322752062,33.319490586935956,21.03092783505147
1765431780,6827.7,6827.9,6826.6,6827,6846.902556750867,6872.97911395593,6820.825999545804,6887.850900486943,6805.954213014791,6898.037055645171,6795.768057856563,,,,,,6827.6102068750015,6828.952469020481,6839.653643003972,37,68.15126050420704,68.5714285714355,30.260243632339744,21.98019801980191
1765431840,6827.1,6827.1,6826.4,6826.9,6846.861573023082,6872.937508497935,6820.78563754823,6887.808940448436,6805.914205597728,6897.994852743301,6795.728293302864,,,,,,6827.542568125002,6828.8719800392855,6839.552020350554,43,56.209868562809845,61.90476190476189,26.903377630123394,23.366336633662886
1765431900,6827.4,6827.9,6826.9,6827.1,6846.812912204559,6872.885924993619,6820.7398994155,6887.755690099879,6805.87013430924,6897.940460720605,6795.6853636885135,,,,,,6827.500418779763,6828.80249062598,6839.452801064892,53,42.559074912022346,57.14285714285713,26.953933747414567,24.35643564356384
