timestamp,open,high,low,close,volume,fast,fast_d,med_fast,med_fast_d,med_slow,med_slow_d,slow,slow_d
2026-01-07 09:08:00,10069.6,10073.1,10068.5,10072.6,149,55.33980582524392,29.161780736447877,33.13953488372376,21.124031007753867,24.050632911394736,10.79697132118416,12.751677852350413,5.31236813106774
2026-01-07 09:09:00,10072.4,10074.5,10070.1,10070.5,225,34.95145631067944,36.54870028186693,20.930232558140766,23.837209302326688,15.789473684211366,14.33179848811158,9.137055837564459,5.709769366997718
2026-01-07 09:10:00,10070.2,10071.6,10069.6,10071.6,181,45.631067961167275,45.307443365696884,27.32558139535191,27.13178294573881,20.614035087721504,17.68202857151677,12.771739130436382,6.3417819897188865
2026-01-07 09:11:00,10072.1,10075.1,10071.3,10075.0,223,78.64077669902433,53.07443365695701,47.093023255814074,31.78294573643558,35.52631578947358,23.995114368200294,23.34293948126857,8.568549056125413
2026-01-07 09:12:00,10075.1,10076.1,10073.9,10075.5,232,88.65979381443009,70.97721282487389,55.48387096774428,43.300825206303415,38.73873873873911,27.66714082503639,24.78386167147027,11.046935223272438
2026-01-07 09:13:00,10075.4,10076.8,10074.6,10075.2,207,83.83838383839795,83.71298478395079,80.58252427184672,61.05313949846836,37.38738738739108,33.066619250831316,24.776119402988332,12.131512337700562
2026-01-07 09:14:00,10075.3,10076.6,10070.6,10070.9,201,40.404040404041886,70.96740601895664,38.83495145630656,58.30044889863252,18.01801801801743,32.4176149834053,11.940298507462687,13.226039700884732
2026-01-07 09:15:00,10071.3,10072.6,10069.8,10070.4,222,27.272727272725394,50.505050505055074,33.98058252426824,51.13268608414051,15.765765765765249,27.477477477478217,10.542168674698564,14.167897017792793
2026-01-07 09:16:00,10070.5,10073.9,10069.8,10073.4,229,59.036144578314044,42.23763741836044,63.10679611649817,45.30744336569099,29.27927927927832,25.11261261261302,19.57831325301162,15.633558320722434
2026-01-07 09:17:00,10073.6,10074.8,10072.3,10072.4,217,38.88888888888468,41.73258691330804,55.555555555557596,50.88097806544133,24.774774774773963,21.959459459458742,16.5662650602406,16.61904388714919
2026-01-07 09:18:00,10073.2,10073.4,10071.4,10072.4,180,38.88888888888468,45.604640785361134,55.555555555557596,58.072635742537784,26.57004830917781,24.097467032248836,17.628205128204716,17.10669661473462
