timestamp,open,high,low,close,ticks
2026-01-09 01:11:00,6920.0,6920.2,6919.5,6919.5,105
2026-01-09 01:12:00,6919.3,6920.0,6919.0,6919.8,91
2026-01-09 01:13:00,6919.5,6920.0,6919.3,6920.0,85
2026-01-09 01:14:00,6920.3,6920.3,6919.8,6919.8,19
2026-01-09 01:15:00,6919.7,6920.8,6919.5,6920.5,124
2026-01-09 01:16:00,6920.3,6920.3,6919.5,6920.0,80
2026-01-09 01:17:00,6919.8,6919.8,6919.3,6919.4,56
2026-01-09 01:18:00,6919.5,6919.5,6918.3,6918.5,89
2026-01-09 01:19:00,6918.3,6918.3,6917.3,6917.3,69
2026-01-09 01:20:00,6916.8,6917.3,6916.3,6916.8,153
2026-01-09 01:21:00,6917.0,6917.3,6916.2,6916.5,107
2026-01-09 01:22:00,6916.3,6916.5,6915.3,6915.8,138
2026-01-09 01:23:00,6915.5,6915.7,6914.8,6915.0,131
2026-01-09 01:24:00,6915.3,6915.5,6914.5,6915.3,204
2026-01-09 01:25:00,6915.0,6915.3,6914.8,6914.8,122
2026-01-09 01:26:00,6914.7,6915.0,6914.0,6914.5,158
2026-01-09 01:27:00,6914.4,6914.5,6913.8,6914.3,223
2026-01-09 01:28:00,6914.5,6915.0,6914.3,6914.7,94
2026-01-09 01:29:00,6914.5,6915.0,6914.5,6914.8,137
2026-01-09 01:30:00,6914.9,6915.3,6914.0,6914.0,240
2026-01-09 01:31:00,6913.8,6914.8,6913.8,6914.2,176
2026-01-09 01:32:00,6914.3,6915.3,6914.0,6915.0,165
2026-01-09 01:33:00,6914.8,6915.0,6914.4,6914.8,72
2026-01-09 01:34:00,6914.7,6914.8,6913.8,6913.8,134
2026-01-09 01:35:00,6913.9,6914.0,6913.5,6913.8,103
2026-01-09 01:36:00,6913.7,6914.0,6912.8,6913.0,168
2026-01-09 01:37:00,6912.8,6913.3,6912.8,6913.3,113
2026-01-09 01:38:00,6913.5,6913.5,6913.0,6913.3,110
2026-01-09 01:39:00,6913.0,6913.8,6913.0,6913.5,68
2026-01-09 01:40:00,6913.3,6913.8,6913.0,6913.5,78
2026-01-09 01:41:00,6913.8,6913.8,6913.0,6913.4,64
2026-01-09 01:42:00,6913.5,6913.8,6913.3,6913.5,63
2026-01-09 01:43:00,6913.4,6913.8,6913.0,6913.5,92
2026-01-09 01:44:00,6913.8,6914.5,6913.5,6914.0,106
2026-01-09 01:45:00,6913.9,6914.3,6913.8,6914.0,68
2026-01-09 01:46:00,6914.3,6914.8,6914.0,6914.8,45
2026-01-09 01:47:00,6914.5,6914.8,6914.0,6914.5,73
2026-01-09 01:48:00,6914.7,6915.3,6914.3,6915.0,111
2026-01-09 01:49:00,6915.3,6915.8,6915.1,6915.5,95
2026-01-09 01:50:00,6915.3,6915.5,6914.5,6914.8,81
2026-01-09 01:51:00,6914.7,6915.5,6914.7,6915.0,90
2026-01-09 01:52:00,6915.3,6915.3,6915.0,6915.0,47
2026-01-09 01:53:00,6915.3,6915.5,6915.0,6915.5,60
2026-01-09 01:54:00,6915.8,6916.3,6915.5,6915.8,53
2026-01-09 01:55:00,6916.0,6916.0,6915.8,6916.0,27
2026-01-09 01:56:00,6915.8,6916.3,6915.8,6915.8,60
2026-01-09 01:57:00,6916.0,6916.5,6915.8,6916.3,89
2026-01-09 01:58:00,6916.1,6916.3,6915.8,6916.0,93
2026-01-09 01:59:00,6915.8,6916.3,6915.8,6916.3,70
2026-01-09 02:00:00,6916.0,6916.5,6916.0,6916.0,83
2026-01-09 02:01:00,6916.3,6916.7,6916.0,6916.7,59
2026-01-09 02:02:00,6916.6,6917.3,6916.5,6916.8,87
2026-01-09 02:03:00,6917.0,6917.8,6917.0,6917.8,40
2026-01-09 02:04:00,6917.5,6918.0,6916.8,6917.0,85
2026-01-09 02:05:00,6916.8,6916.8,6916.3,6916.8,70
2026-01-09 02:06:00,6916.5,6916.5,6915.7,6916.0,39
2026-01-09 02:07:00,6915.8,6916.3,6915.3,6916.3,86
2026-01-09 02:08:00,6916.5,6917.0,6916.3,6916.5,98
2026-01-09 02:09:00,6916.3,6917.3,6916.3,6917.3,45
2026-01-09 02:10:00,6917.5,6917.5,6917.3,6917.5,27
2026-01-09 02:11:00,6917.4,6917.4,6916.5,6916.8,73
2026-01-09 02:12:00,6916.5,6916.7,6916.0,6916.3,46
2026-01-09 02:13:00,6916.5,6916.5,6916.5,6916.5,7
2026-01-09 02:14:00,6916.8,6917.0,6916.4,6916.5,81
2026-01-09 02:15:00,6916.3,6916.8,6916.3,6916.8,64
2026-01-09 02:16:00,6917.0,6917.3,6916.8,6917.0,53
2026-01-09 02:17:00,6917.3,6917.5,6917.0,6917.5,30
2026-01-09 02:18:00,6917.3,6918.0,6917.3,6917.3,108
2026-01-09 02:19:00,6917.5,6919.8,6917.5,6919.8,105
2026-01-09 02:20:00,6919.5,6920.0,6919.0,6919.0,72
2026-01-09 02:21:00,6919.3,6919.5,6918.7,6918.7,68
2026-01-09 02:22:00,6918.5,6919.5,6918.5,6919.3,50
2026-01-09 02:23:00,6919.5,6920.8,6919.5,6920.5,100
2026-01-09 02:24:00,6920.8,6921.5,6920.5,6920.8,122
2026-01-09 02:25:00,6920.5,6921.5,6920.3,6921.3,68
2026-01-09 02:26:00,6921.4,6922.0,6921.3,6922.0,114
2026-01-09 02:27:00,6921.9,6921.9,6921.7,6921.8,30
2026-01-09 02:28:00,6922.0,6922.5,6921.8,6922.3,98
2026-01-09 02:29:00,6922.5,6922.5,6921.8,6921.8,70
2026-01-09 02:30:00,6922.0,6922.0,6921.3,6921.8,87
2026-01-09 02:31:00,6922.0,6922.0,6921.5,6921.8,49
2026-01-09 02:32:00,6921.9,6922.0,6921.5,6921.8,31
2026-01-09 02:33:00,6921.5,6921.8,6921.2,6921.8,45
2026-01-09 02:34:00,6922.0,6922.2,6921.5,6921.5,70
2026-01-09 02:35:00,6921.8,6921.8,6921.3,6921.8,37
2026-01-09 02:36:00,6921.5,6921.5,6920.3,6920.8,62
2026-01-09 02:37:00,6921.0,6921.0,6920.5,6920.5,42
2026-01-09 02:38:00,6920.4,6920.8,6919.8,6919.8,102
2026-01-09 02:39:00,6920.0,6920.3,6920.0,6920.0,34
2026-01-09 02:40:00,6919.9,6919.9,6919.3,6919.8,61
2026-01-09 02:41:00,6920.0,6920.7,6920.0,6920.5,48
2026-01-09 02:42:00,6920.3,6920.3,6920.0,6920.3,51
2026-01-09 02:43:00,6920.5,6921.0,6920.2,6921.0,78
2026-01-09 02:44:00,6921.3,6922.0,6921.3,6922.0,48
2026-01-09 02:45:00,6922.3,6922.8,6922.0,6922.8,76
2026-01-09 02:46:00,6923.0,6923.0,6922.3,6922.3,94
2026-01-09 02:47:00,6922.5,6922.5,6922.3,6922.5,48
2026-01-09 02:48:00,6922.3,6922.3,6922.2,6922.2,11
2026-01-09 02:49:00,6922.3,6922.5,6921.5,6921.5,28
2026-01-09 02:50:00,6921.3,6921.8,6921.3,6921.5,46
2026-01-09 02:51:00,6921.7,6921.8,6921.5,6921.8,61
2026-01-09 02:52:00,6922.0,6922.3,6922.0,6922.0,17
2026-01-09 02:53:00,6922.1,6922.3,6921.3,6921.3,58
2026-01-09 02:54:00,6921.5,6921.5,6920.7,6920.8,92
2026-01-09 02:55:00,6920.7,6920.8,6920.0,6920.3,67
2026-01-09 02:56:00,6920.0,6920.8,6920.0,6920.8,65
2026-01-09 02:57:00,6920.5,6920.8,6920.5,6920.5,37
2026-01-09 02:58:00,6920.8,6920.8,6920.3,6920.3,17
2026-01-09 02:59:00,6920.5,6921.0,6920.5,6921.0,58
2026-01-09 03:00:00,6920.8,6920.8,6920.5,6920.8,26
2026-01-09 03:01:00,6920.5,6921.0,6920.2,6920.5,100
2026-01-09 03:02:00,6920.3,6920.4,6920.0,6920.0,84
2026-01-09 03:03:00,6919.8,6920.0,6919.8,6920.0,33
2026-01-09 03:04:00,6919.8,6920.0,6919.8,6919.8,52
2026-01-09 03:05:00,6919.5,6919.5,6918.8,6919.5,108
2026-01-09 03:06:00,6919.8,6920.3,6919.8,6920.3,68
2026-01-09 03:07:00,6920.5,6920.8,6920.3,6920.3,70
2026-01-09 03:08:00,6920.5,6921.3,6920.3,6921.3,81
2026-01-09 03:09:00,6921.0,6921.0,6920.3,6920.3,44
2026-01-09 03:10:00,6920.4,6920.8,6920.3,6920.8,44
2026-01-09 03:11:00,6921.0,6921.0,6920.8,6920.8,19
2026-01-09 03:12:00,6921.0,6921.5,6921.0,6921.5,75
2026-01-09 03:13:00,6921.3,6921.5,6921.0,6921.3,51
2026-01-09 03:14:00,6921.0,6921.1,6920.8,6921.0,45
2026-01-09 03:15:00,6920.8,6921.0,6920.8,6921.0,44
2026-01-09 03:16:00,6920.8,6921.3,6920.8,6921.3,23
2026-01-09 03:17:00,6921.5,6921.5,6921.3,6921.5,59
2026-01-09 03:18:00,6921.3,6921.5,6921.0,6921.3,38
2026-01-09 03:19:00,6921.0,6922.0,6921.0,6921.5,63
2026-01-09 03:20:00,6921.8,6921.8,6921.5,6921.5,61
2026-01-09 03:21:00,6921.8,6922.0,6921.8,6922.0,28
2026-01-09 03:22:00,6921.8,6921.8,6921.3,6921.3,68
2026-01-09 03:23:00,6921.2,6921.2,6920.3,6920.3,38
2026-01-09 03:24:00,6920.0,6920.0,6919.3,6919.5,45
2026-01-09 03:25:00,6919.3,6920.3,6919.3,6920.3,79
2026-01-09 03:26:00,6920.1,6920.3,6919.4,6919.5,46
2026-01-09 03:27:00,6919.8,6919.8,6919.3,6919.8,48
2026-01-09 03:28:00,6919.5,6919.8,6919.5,6919.8,12
2026-01-09 03:29:00,6919.7,6919.8,6919.3,6919.5,149
2026-01-09 03:30:00,6919.3,6920.0,6919.3,6919.7,134
2026-01-09 03:31:00,6919.5,6920.0,6919.3,6919.3,109
2026-01-09 03:32:00,6919.5,6920.3,6919.3,6920.0,78
2026-01-09 03:33:00,6920.3,6920.3,6919.3,6919.3,44
2026-01-09 03:34:00,6919.0,6919.3,6918.3,6919.3,136
2026-01-09 03:35:00,6919.5,6920.0,6919.5,6920.0,15
2026-01-09 03:36:00,6920.1,6920.5,6919.8,6920.5,54
2026-01-09 03:37:00,6920.8,6920.8,6920.3,6920.3,56
2026-01-09 03:38:00,6920.5,6920.5,6919.5,6919.8,61
2026-01-09 03:39:00,6919.7,6919.8,6919.3,6919.8,65
2026-01-09 03:40:00,6919.5,6920.0,6919.5,6920.0,69
2026-01-09 03:41:00,6919.8,6919.8,6919.3,6919.5,29
2026-01-09 03:42:00,6919.3,6920.0,6919.3,6919.8,75
2026-01-09 03:43:00,6920.0,6920.0,6919.8,6919.8,67
2026-01-09 03:44:00,6919.9,6920.5,6919.8,6920.5,45
2026-01-09 03:45:00,6921.0,6921.0,6920.8,6920.8,43
2026-01-09 03:46:00,6920.5,6920.5,6919.8,6920.3,56
2026-01-09 03:47:00,6920.0,6920.0,6919.5,6919.5,34
2026-01-09 03:48:00,6919.7,6920.3,6919.7,6920.0,52
2026-01-09 03:49:00,6919.8,6919.8,6919.5,6919.5,12
2026-01-09 03:50:00,6919.4,6919.5,6919.2,6919.3,29
2026-01-09 03:51:00,6919.4,6919.5,6919.0,6919.5,34
2026-01-09 03:52:00,6919.3,6919.5,6919.0,6919.5,76
2026-01-09 03:53:00,6919.3,6919.5,6918.5,6919.3,65
2026-01-09 03:54:00,6919.4,6919.5,6919.3,6919.5,17
2026-01-09 03:55:00,6919.8,6919.8,6919.5,6919.8,54
2026-01-09 03:56:00,6920.0,6920.3,6919.5,6920.3,43
2026-01-09 03:57:00,6920.2,6920.3,6919.8,6920.0,64
2026-01-09 03:58:00,6920.3,6920.3,6919.8,6919.8,26
2026-01-09 03:59:00,6920.0,6920.0,6919.0,6919.3,51
2026-01-09 04:00:00,6919.5,6919.8,6919.3,6919.6,81
2026-01-09 04:01:00,6919.8,6920.3,6919.3,6919.3,63
2026-01-09 04:02:00,6919.5,6919.5,6918.2,6918.8,85
2026-01-09 04:03:00,6918.3,6918.3,6917.8,6918.0,39
2026-01-09 04:04:00,6917.8,6918.0,6917.3,6917.8,38
2026-01-09 04:05:00,6918.0,6918.5,6918.0,6918.0,29
2026-01-09 04:06:00,6918.3,6918.4,6918.0,6918.3,25
2026-01-09 04:07:00,6918.5,6918.5,6918.0,6918.0,51
2026-01-09 04:08:00,6918.3,6918.7,6918.0,6918.0,51
2026-01-09 04:09:00,6917.8,6917.8,6917.3,6917.5,72
2026-01-09 04:10:00,6917.8,6917.8,6917.5,6917.5,35
2026-01-09 04:11:00,6917.3,6918.0,6917.3,6918.0,30
2026-01-09 04:12:00,6918.3,6918.3,6918.0,6918.3,51
2026-01-09 04:13:00,6918.2,6918.5,6918.2,6918.3,21
2026-01-09 04:14:00,6918.5,6918.5,6918.0,6918.0,17
2026-01-09 04:15:00,6918.3,6918.3,6917.3,6917.3,36
2026-01-09 04:16:00,6917.2,6917.3,6917.0,6917.0,43
2026-01-09 04:17:00,6917.3,6917.5,6917.3,6917.3,29
2026-01-09 04:18:00,6917.0,6917.5,6917.0,6917.5,21
2026-01-09 04:19:00,6917.3,6917.8,6917.3,6917.3,40
2026-01-09 04:20:00,6917.0,6917.3,6917.0,6917.0,46
2026-01-09 04:21:00,6917.3,6917.3,6917.3,6917.3,7
2026-01-09 04:22:00,6917.5,6917.5,6916.3,6916.5,68
2026-01-09 04:23:00,6916.8,6916.8,6916.5,6916.5,39
2026-01-09 04:24:00,6916.3,6916.5,6916.3,6916.5,44
2026-01-09 04:25:00,6916.8,6917.8,6916.8,6917.8,71
2026-01-09 04:26:00,6918.0,6918.3,6918.0,6918.3,22
2026-01-09 04:27:00,6918.5,6918.8,6918.3,6918.3,30
2026-01-09 04:28:00,6918.5,6918.8,6918.3,6918.3,27
2026-01-09 04:30:00,6918.2,6919.0,6918.0,6918.8,48
2026-01-09 04:31:00,6919.0,6919.5,6919.0,6919.3,55
2026-01-09 04:32:00,6919.1,6919.1,6918.4,6918.8,48
2026-01-09 04:33:00,6919.0,6919.0,6918.3,6918.3,42
2026-01-09 04:34:00,6918.5,6918.8,6918.0,6918.3,86
2026-01-09 04:35:00,6918.5,6918.8,6918.3,6918.3,60
2026-01-09 04:36:00,6918.5,6918.8,6918.3,6918.5,39
2026-01-09 04:37:00,6918.8,6919.3,6918.5,6919.3,39
2026-01-09 04:38:00,6919.2,6919.3,6919.0,6919.0,31
2026-01-09 04:39:00,6918.8,6919.1,6918.8,6918.8,52
2026-01-09 04:40:00,6918.5,6919.0,6918.5,6919.0,26
2026-01-09 04:41:00,6919.3,6919.3,6919.0,6919.3,28
2026-01-09 04:42:00,6919.0,6919.0,6918.5,6918.8,58
2026-01-09 04:43:00,6919.0,6919.0,6918.3,6918.3,23
2026-01-09 04:44:00,6918.5,6918.8,6918.3,6918.8,19
2026-01-09 04:45:00,6919.0,6919.0,6919.0,6919.0,7
2026-01-09 04:46:00,6918.8,6918.8,6918.5,6918.5,33
2026-01-09 04:47:00,6918.3,6918.5,6918.3,6918.5,56
2026-01-09 04:48:00,6918.6,6918.6,6918.0,6918.0,48
2026-01-09 04:49:00,6918.1,6918.3,6918.0,6918.3,40
2026-01-09 04:50:00,6918.4,6918.6,6917.8,6918.5,49
2026-01-09 04:51:00,6918.8,6919.1,6918.5,6919.0,47
2026-01-09 04:52:00,6919.3,6919.8,6919.3,6919.8,28
2026-01-09 04:53:00,6920.0,6920.5,6920.0,6920.3,49
2026-01-09 04:54:00,6920.1,6920.1,6919.8,6920.0,26
2026-01-09 04:55:00,6919.8,6920.0,6919.5,6919.5,81
2026-01-09 04:56:00,6919.8,6919.8,6919.5,6919.5,24
2026-01-09 04:57:00,6919.8,6920.3,6919.8,6920.0,21
2026-01-09 04:58:00,6920.3,6920.3,6919.8,6919.8,27
2026-01-09 04:59:00,6919.5,6919.8,6919.5,6919.8,11
2026-01-09 05:00:00,6920.0,6920.8,6919.8,6920.8,86
2026-01-09 05:01:00,6921.0,6921.5,6921.0,6921.5,51
2026-01-09 05:02:00,6921.4,6921.5,6920.5,6920.8,116
2026-01-09 05:03:00,6920.5,6920.7,6919.5,6919.5,82
2026-01-09 05:04:00,6919.4,6920.2,6919.4,6920.0,109
2026-01-09 05:05:00,6919.8,6920.0,6919.5,6920.0,55
2026-01-09 05:06:00,6919.8,6920.0,6919.5,6919.5,71
2026-01-09 05:07:00,6919.8,6920.3,6919.8,6920.3,70
2026-01-09 05:08:00,6920.5,6921.3,6920.5,6921.0,78
2026-01-09 05:09:00,6920.9,6921.5,6920.9,6921.2,120
2026-01-09 05:10:00,6921.0,6921.0,6920.5,6920.8,58
2026-01-09 05:11:00,6920.5,6920.8,6920.3,6920.8,44
2026-01-09 05:12:00,6920.7,6920.8,6920.0,6920.0,97
2026-01-09 05:13:00,6920.3,6920.3,6919.8,6920.0,100
2026-01-09 05:14:00,6920.3,6920.3,6919.8,6919.8,56
2026-01-09 05:15:00,6919.7,6919.8,6919.3,6919.3,35
2026-01-09 05:16:00,6919.5,6920.0,6919.0,6919.0,127
2026-01-09 05:17:00,6919.3,6919.8,6919.0,6919.5,76
2026-01-09 05:18:00,6919.3,6919.3,6918.9,6919.3,87
2026-01-09 05:19:00,6919.5,6920.0,6919.3,6919.8,32
2026-01-09 05:20:00,6920.0,6920.0,6919.8,6920.0,30
2026-01-09 05:21:00,6920.2,6920.3,6919.5,6919.8,49
2026-01-09 05:22:00,6919.5,6920.0,6919.5,6920.0,60
2026-01-09 05:23:00,6919.8,6920.0,6919.3,6919.3,85
2026-01-09 05:24:00,6919.0,6919.8,6919.0,6919.8,71
2026-01-09 05:25:00,6919.5,6920.0,6919.5,6920.0,57
2026-01-09 05:26:00,6919.8,6920.0,6919.5,6919.5,38
2026-01-09 05:27:00,6919.4,6920.0,6919.4,6919.8,49
2026-01-09 05:28:00,6920.0,6920.0,6919.5,6919.8,20
2026-01-09 05:29:00,6919.9,6920.3,6919.8,6920.0,95
2026-01-09 05:30:00,6920.3,6920.3,6919.3,6919.3,61
2026-01-09 05:31:00,6919.5,6919.5,6918.8,6918.9,63
2026-01-09 05:32:00,6918.8,6919.0,6918.5,6918.5,82
2026-01-09 05:33:00,6919.0,6919.3,6918.8,6919.0,47
2026-01-09 05:34:00,6918.8,6919.2,6918.8,6918.8,27
2026-01-09 05:35:00,6919.0,6919.0,6918.5,6918.8,68
2026-01-09 05:36:00,6918.5,6918.8,6918.3,6918.3,67
2026-01-09 05:37:00,6918.0,6918.3,6917.3,6917.5,73
2026-01-09 05:38:00,6917.8,6917.8,6917.3,6917.6,126
2026-01-09 05:39:00,6917.8,6917.8,6917.5,6917.8,87
2026-01-09 05:40:00,6918.0,6918.8,6917.8,6918.8,55
2026-01-09 05:41:00,6918.5,6919.0,6918.4,6919.0,49
2026-01-09 05:42:00,6919.3,6919.3,6918.3,6918.4,61
2026-01-09 05:43:00,6918.5,6918.8,6918.3,6918.3,75
2026-01-09 05:44:00,6918.0,6918.3,6918.0,6918.0,54
2026-01-09 05:45:00,6918.3,6918.4,6918.0,6918.3,107
2026-01-09 05:46:00,6918.5,6918.5,6917.8,6918.0,39
2026-01-09 05:47:00,6917.8,6918.3,6917.8,6918.0,34
2026-01-09 05:48:00,6918.3,6918.3,6918.0,6918.0,11
2026-01-09 05:49:00,6917.8,6918.0,6917.5,6917.5,31
2026-01-09 05:50:00,6917.3,6917.7,6917.0,6917.5,53
2026-01-09 05:51:00,6917.4,6917.5,6917.3,6917.5,46
2026-01-09 05:52:00,6917.3,6917.5,6917.3,6917.5,58
2026-01-09 05:53:00,6917.3,6917.5,6917.3,6917.5,21
2026-01-09 05:54:00,6917.8,6918.0,6917.5,6917.8,30
2026-01-09 05:55:00,6918.0,6919.0,6917.8,6919.0,66
2026-01-09 05:56:00,6919.1,6921.0,6919.1,6921.0,69
2026-01-09 05:57:00,6920.8,6921.8,6920.8,6920.8,77
2026-01-09 05:58:00,6920.7,6921.8,6920.7,6921.8,79
2026-01-09 05:59:00,6921.5,6921.8,6921.3,6921.3,22
2026-01-09 06:00:00,6921.5,6923.0,6921.5,6922.3,160
2026-01-09 06:01:00,6922.4,6922.4,6921.9,6922.0,66
2026-01-09 06:02:00,6921.8,6922.0,6921.3,6921.3,63
2026-01-09 06:03:00,6921.4,6921.4,6921.0,6921.3,33
2026-01-09 06:04:00,6921.5,6921.9,6921.3,6921.3,41
2026-01-09 06:05:00,6921.4,6921.5,6920.8,6920.8,93
2026-01-09 06:06:00,6920.5,6920.5,6920.3,6920.5,41
2026-01-09 06:07:00,6920.3,6920.4,6920.0,6920.0,48
2026-01-09 06:08:00,6919.9,6920.3,6919.8,6920.0,47
2026-01-09 06:09:00,6919.8,6920.4,6919.8,6920.0,70
2026-01-09 06:10:00,6920.2,6920.3,6919.8,6919.8,65
2026-01-09 06:11:00,6920.0,6920.0,6919.0,6919.0,58
2026-01-09 06:12:00,6918.8,6918.8,6918.5,6918.5,21
2026-01-09 06:13:00,6918.3,6919.0,6917.8,6919.0,59
2026-01-09 06:14:00,6918.8,6919.3,6918.8,6919.2,128
2026-01-09 06:15:00,6919.0,6919.5,6918.8,6919.5,94
2026-01-09 06:16:00,6919.3,6919.5,6919.0,6919.0,64
2026-01-09 06:17:00,6918.8,6919.0,6918.5,6919.0,27
2026-01-09 06:18:00,6918.8,6918.8,6918.3,6918.3,27
2026-01-09 06:19:00,6918.5,6918.7,6918.5,6918.5,54
2026-01-09 06:20:00,6918.8,6919.0,6918.5,6919.0,48
2026-01-09 06:21:00,6918.8,6919.3,6918.7,6919.3,49
2026-01-09 06:22:00,6919.2,6919.2,6918.7,6918.8,59
2026-01-09 06:23:00,6918.5,6918.8,6918.5,6918.8,8
2026-01-09 06:24:00,6918.9,6919.0,6918.8,6919.0,30
2026-01-09 06:25:00,6918.8,6919.3,6918.5,6919.0,67
2026-01-09 06:26:00,6918.9,6919.2,6918.5,6918.5,53
2026-01-09 06:27:00,6918.3,6918.8,6918.3,6918.8,17
2026-01-09 06:28:00,6919.0,6919.8,6918.8,6919.5,46
2026-01-09 06:29:00,6919.3,6919.3,6919.0,6919.3,29
2026-01-09 06:30:00,6919.5,6921.3,6919.3,6921.3,96
2026-01-09 06:31:00,6921.0,6921.0,6919.9,6920.0,62
2026-01-09 06:32:00,6920.3,6921.0,6920.3,6921.0,35
2026-01-09 06:33:00,6921.3,6921.5,6920.9,6921.2,72
2026-01-09 06:34:00,6921.3,6922.3,6921.3,6922.3,84
2026-01-09 06:35:00,6922.2,6922.4,6921.8,6922.0,85
2026-01-09 06:36:00,6922.3,6922.3,6921.8,6922.0,31
2026-01-09 06:37:00,6922.3,6922.8,6922.3,6922.4,32
2026-01-09 06:38:00,6922.3,6922.5,6922.0,6922.0,19
2026-01-09 06:39:00,6922.3,6922.8,6922.0,6922.8,29
