timestamp,open,high,low,close,volume,fast,fast_d,med_fast,med_fast_d,med_slow,med_slow_d,slow,slow_d
2026-01-02 19:14:00,6846.1,6847.6,6845.1,6846.1,122,89.13043478260884,92.41265388810935,93.18181818181819,94.91048680002142,94.50549450549454,96.89928376702824,94.50549450549454,88.40617815327558
2026-01-02 19:15:00,6846.3,6848.1,6844.6,6845.2,215,77.34374999999606,85.93583937197901,87.11111111110868,91.41547255500636,89.56834532373911,94.29137009796301,89.56834532373911,89.13068945332624
2026-01-02 19:16:00,6845.1,6846.8,6843.3,6845.6,209,80.0,82.15806159420164,87.8048780487805,89.36593578056913,91.00719424460438,92.55757195129517,91.00719424460438,90.75666140303917
2026-01-02 19:17:00,6845.8,6846.1,6844.2,6845.1,163,75.0,77.44791666666536,84.21052631578948,86.37550515855956,89.20863309352525,91.07241679184082,89.20863309352525,91.34419137905844
2026-01-02 19:18:00,6845.6,6846.8,6843.3,6843.6,109,62.5,72.5,71.875,81.29680145485666,83.81294964028787,88.39928057553917,83.81294964028787,91.54366816126921
2026-01-02 19:19:00,6843.8,6844.6,6842.8,6843.8,105,62.60869565217233,66.70289855072411,69.93006993006904,75.33853208195285,84.53237410071887,87.1402877697841,84.53237410071887,90.9059964804321
2026-01-02 19:20:00,6843.6,6844.3,6841.3,6842.3,145,20.54794520547894,48.55221361921709,54.687499999999226,65.49752331002276,79.1366906474815,84.17266187050338,79.1366906474815,90.48633221184699
2026-01-02 19:21:00,6843.1,6846.1,6843.1,6845.6,116,63.235294117648046,48.79731165843311,80.0,68.20585664335609,91.00719424460438,84.62230215827316,91.00719424460438,89.58705163630744
2026-01-02 19:22:00,6845.8,6847.3,6845.6,6847.3,121,88.2352941176447,57.339511146923904,93.33333333333182,76.00694444444368,97.12230215827275,87.94964028776937,97.12230215827275,89.50504316900712
2026-01-02 19:23:00,6847.1,6848.8,6847.1,6848.3,101,93.33333333333333,81.60130718954203,96.0629921259842,89.79877515310534,98.24561403508773,91.37795027136158,98.24561403508773,89.81467919938163
2026-01-02 19:24:00,6848.8,6851.0,6848.3,6850.8,98,97.93814432989875,93.16892392695893,98.61111111111234,96.00247885680945,99.34853420195499,96.43091115997996,99.34853420195499,90.29898316902768
2026-01-02 19:25:00,6851.1,6853.3,6850.6,6851.8,103,87.5,92.92382588774403,88.0,94.22470107903217,95.45454545454545,97.54274896246523,95.45454545454545,90.88760318210832
2026-01-02 19:26:00,6852.1,6852.3,6849.1,6850.6,115,77.50000000000152,87.64604810996677,77.50000000000152,88.03703703703796,91.81818181818237,96.21671887744264,91.81818181818237,90.96870193946611
2026-01-02 19:27:00,6850.8,6851.2,6849.8,6851.2,97,82.49999999999697,82.4999999999995,82.49999999999697,82.66666666666616,93.63636363636253,95.06440627776134,93.63636363636253,91.41147499374985
2026-01-02 19:28:00,6851.3,6851.3,6848.6,6849.3,111,66.66666666666667,75.55555555555506,66.66666666666667,75.55555555555505,87.87878787878788,92.19696969696955,87.87878787878788,91.81805881759985
2026-01-02 19:29:00,6849.6,6852.1,6849.6,6851.8,63,85.29411764705856,78.15359477124075,87.5,78.88888888888788,95.45454545454545,92.19696969696955,95.45454545454545,92.9102759529825
2026-01-02 19:30:00,6851.6,6855.1,6851.3,6853.6,158,84.21052631578948,78.72377020983824,89.13043478260884,81.09903381642518,95.62682215743443,93.14912978178258,95.68965517241382,94.56557240547573
2026-01-02 19:31:00,6853.3,6855.8,6852.8,6855.8,118,100.0,89.83488132094935,100.0,92.21014492753629,100.0,94.74003887269194,100.0,95.4648529810153
2026-01-02 19:32:00,6856.1,6856.1,6854.1,6855.6,96,93.58974358974373,92.60008996851109,96.62162162162166,95.25068546807684,98.58356940509915,97.41623425426977,98.60335195530728,95.61295796071875
2026-01-02 19:33:00,6855.8,6856.1,6854.6,6855.6,81,93.33333333333333,95.64102564102569,96.62162162162166,97.74774774774778,98.53372434017597,98.18602897567737,98.60335195530728,95.6487317527407
2026-01-02 19:34:00,6856.1,6859.1,6855.6,6858.1,102,90.47619047619048,92.46642246642251,93.75,95.66441441441445,97.2451790633609,98.590618202159,97.42268041237115,95.45614637378233
2026-01-02 19:35:00,6858.3,6858.3,6855.3,6856.1,106,71.42857142857143,85.07936507936509,77.77777777777777,89.38313313313313,91.73553719008268,96.52450249967967,92.26804123711344,95.13749595203912
2026-01-02 19:36:00,6856.2,6860.1,6856.2,6858.7,105,87.82608695651699,83.24361628709296,89.23076923076503,86.91951566951427,96.24664879356423,95.94027234679594,96.48241206030015,95.6039189762509
2026-01-02 19:37:00,6858.8,6859.6,6857.6,6858.6,67,85.71428571428571,81.65631469979138,87.28813559322053,84.76556086725445,95.92391304347828,95.28781952262152,96.23115577889449,95.86339819050409
2026-01-02 19:38:00,6858.8,6860.1,6858.8,6860.1,88,100.0,91.1801242236009,100.0,92.17296827466186,100.0,95.9765247567813,100.0,97.0755194026253
2026-01-02 19:39:00,6860.6,6860.8,6857.8,6858.8,70,75.0,86.90476190476191,83.60655737704893,90.29823099008983,94.31818181818178,96.62218591380608,95.06172839506173,97.03623769667693
2026-01-02 19:40:00,6858.6,6861.8,6858.6,6860.7,121,85.71428571428065,86.90476190476022,91.6666666666638,91.75774134790424,96.96132596684981,96.80085520712747,97.34939759036057,97.2022119384716
2026-01-02 19:41:00,6860.6,6861.1,6859.8,6859.8,96,72.22222222222152,77.64550264550071,84.84848484848465,86.70723629739912,94.47513812154693,96.43866147664463,95.18072289156626,96.72028422762824
2026-01-02 19:42:00,6860.1,6860.6,6857.8,6858.1,103,43.07692307692587,67.00447700447602,69.67213114754202,82.06242755423015,89.18128654970808,93.73398311407165,91.08433734939803,95.96838276703731
2026-01-02 19:43:00,6858.3,6859.8,6857.6,6859.1,98,58.46153846154126,57.92022792022956,74.28571428571601,76.26877676058089,91.74311926605556,93.0902174760401,93.4939759036149,95.45744516186807
2026-01-02 19:44:00,6859.3,6860.3,6857.8,6857.8,68,28.571428571433213,43.36996336996679,55.55555555555556,66.5044669962712,86.53198653198645,90.48288261732426,90.36144578313252,94.75132169894421
2026-01-02 19:45:00,6858.1,6859.7,6857.8,6858.3,100,16.66666666666306,34.56654456654584,54.545454545453474,61.46224146224168,87.5,88.73909808693753,91.56626506024097,94.68114408125697
2026-01-02 19:46:00,6858.6,6859.3,6856.6,6858.8,99,42.30769230769029,29.181929181928854,58.333333333332284,56.14478114478044,88.67924528301887,88.61358777026521,92.7710843373494,94.31001130896189
2026-01-02 19:47:00,6858.6,6860.1,6858.6,6859.3,98,51.92307692307524,36.965811965809536,61.53846153846154,58.13908313908243,90.45801526717551,88.29231177054521,93.97590361445783,94.08448609251823
2026-01-02 19:48:00,6859.1,6859.2,6856.1,6856.8,85,12.280701754383166,35.50382366171624,23.076923076923077,47.6495726495723,80.54474708171192,86.79550190797657,87.95180722891567,92.87966681540979
2026-01-02 19:49:00,6857.1,6859.1,6856.8,6859.1,75,60.0,41.401259559152805,52.6315789473701,45.748987854251574,89.49416342412515,87.29404276400787,93.4939759036149,92.7228915662651
2026-01-02 19:50:00,6859.3,6859.6,6857.1,6857.3,83,26.666666666662625,32.9824561403486,21.052631578944847,32.25371120107934,82.14285714285701,85.65994572896739,89.02439024390245,91.89039083161929
2026-01-02 19:51:00,6857.6,6859.1,6857.6,6857.8,70,40.476190476187895,42.38095238095018,29.824561403506532,34.50292397660716,80.95238095238095,83.28353715026876,90.2439024390244,91.39670878636511
2026-01-02 19:52:00,6858.1,6859.3,6856.8,6857.6,91,35.714285714287264,34.2857142857126,26.31578947368505,25.73099415204548,79.5121951219521,83.0253991603288,89.75609756097606,91.26388480752291
2026-01-02 19:53:00,6857.3,6857.6,6856.1,6856.1,112,0.0,25.39682539682506,0.0,18.713450292397194,72.1951219512204,78.70063879210261,85.67839195979951,90.48232641314137
2026-01-02 19:54:00,6856.3,6857.8,6854.8,6857.3,87,47.1698113207531,27.628032345013462,39.68253968253854,21.99944305207453,78.04878048780488,77.67711962833958,88.46153846153847,90.29233568098196
2026-01-02 19:55:00,6857.6,6858.3,6856.1,6856.8,96,37.735849056602476,28.301886792451864,34.48275862068857,24.7217661010757,75.60975609756098,76.34146341463459,87.17948717948718,89.85365789290658
2026-01-02 19:56:00,6856.6,6857.6,6856.3,6857.1,112,47.91666666666864,44.27410901467474,41.818181818185124,38.66116004047075,77.0731707317082,75.73170731707361,87.94871794871841,89.3714212540435
2026-01-02 19:57:00,6856.8,6857.1,6854.8,6854.8,62,0.0,28.55083857442371,0.0,25.433646812957903,65.85365853658537,74.14634146341486,81.81818181818181,88.15564907441589
2026-01-02 19:58:00,6855.1,6855.1,6851.8,6852.3,130,6.4102564102562605,18.108974358974972,6.024096385542037,15.947426067909054,53.65853658536585,68.04878048780509,75.0,86.86046835152432
2026-01-02 19:59:00,6852.1,6854.3,6851.6,6853.8,99,28.571428571426885,11.660561660561052,25.882352941174332,10.635483108905456,60.97560975609756,64.39024390243925,77.90055248618773,85.3011260097816
2026-01-02 20:00:00,6853.6,6854.8,6851.3,6854.6,111,41.250000000002274,25.41056166056181,37.50000000000129,23.135483108905888,61.497326203209155,60.49628277031448,80.11049723756946,84.4097367091483
2026-01-02 20:01:00,6854.8,6856.6,6854.6,6855.3,82,57.142857142857146,42.321428571428775,48.19277108433629,37.19170800850397,59.87654320987609,59.002003938637166,82.04419889502753,83.58976635474862
2026-01-02 20:02:00,6855.2,6855.8,6853.8,6854.3,87,42.857142857142854,47.08333333333409,36.14457831325222,40.612449799196604,48.97959183673406,57.832267751479215,78.07017543859638,82.42117414251065
2026-01-02 20:03:00,6854.8,6857.8,6854.1,6857.8,78,92.85714285714286,64.28571428571429,78.31325301204647,54.21686746987833,70.37037037037037,60.18095790504742,87.76758409785926,82.63009335631662
2026-01-02 20:04:00,6857.6,6858.3,6855.6,6856.1,72,68.57142857143117,68.09523809523897,60.000000000002274,58.15261044176699,56.8181818181826,59.011171808790785,80.8080808080813,81.8647475909709
2026-01-02 20:05:00,6855.8,6857.6,6855.6,6855.6,84,61.428571428574024,74.28571428571603,53.750000000002274,64.02108433735033,53.03030303030376,57.2996117638977,77.8571428571435,80.93251315873654
2026-01-02 20:06:00,6855.8,6856.1,6854.1,6854.6,77,47.14285714285974,59.04761904762165,47.14285714285974,53.63095238095476,45.45454545454608,56.418350168350706,72.83018867924596,79.4206602317893
